name,email,company,post
Jordan Waters,jwaters678@zoho.com,"Johnson, Phillips and Griffith Technologies",Marketing Manager
Holly Franco,hfranco57@icloud.com,"Beltran, Buckley and Montgomery Industries",CEO
Nicole Hernandez,nhernandez415@hotmail.com,Weaver PLC Inc.,Sales Manager
Vincent Bradley,vbradley333@gmail.com,Mcdaniel Group Corp.,Senior Engineer
Valerie Jones,vjones210@icloud.com,Lam-Gutierrez Technologies,Software Engineer
Ruth Obrien,robrien483@gmx.com,Smith Inc Inc.,HR Manager
Lisa Welch,lwelch258@hotmail.com,Perkins LLC Technologies,Employee
Tina Savage,tsavage777@gmx.com,Gregory-Martinez Technologies,Systems Analyst
John Ingram,jingram554@mail.com,Peterson Group Solutions,Department Head
Richard Powers,rpowers148@hotmail.com,Mcdowell and Sons Group,Specialist
Brandon Cook,bcook582@fastmail.com,Morton-Jones Technologies,Sales Manager
Juan Hill,jhill307@hotmail.com,Barajas-Robinson Technologies,Director of Engineering
Nicholas Phillips,nphillips899@zoho.com,"Butler, Perry and Nelson Solutions",Operations Manager
Amy Moss,amoss209@yahoo.com,"Jordan, Henderson and Jackson Corp.",Employee
Maria Khan,mkhan423@hotmail.com,"Bailey, Brown and Mccoy Solutions",Senior Manager
Jose Spears,jspears604@mail.com,Austin-Burns Corp.,Department Head
Kelly Fields,kfields974@icloud.com,"Farley, Robbins and Garrett Technologies",Business Analyst
Suzanne Acosta,sacosta601@fastmail.com,Hendricks-Neal LLC,Senior Manager
Susan King,sking872@mail.com,Park Group Inc.,Specialist
Kimberly Kelley,kkelley340@fastmail.com,Davidson and Sons Inc.,Employee
Angela Snyder,asnyder856@protonmail.com,Parker Group Inc.,Operations Manager
William Martin,wmartin977@gmail.com,"Gordon, Price and Navarro LLC",Software Engineer
Gregory Allen,gallen902@protonmail.com,Lamb-Roberts Group,Account Manager
Jerry Miller,jmiller795@gmx.com,Montoya-Allen Corp.,Software Engineer
Jennifer Ballard,jballard991@hotmail.com,Holden-Gonzalez Inc.,Marketing Manager
Allen Gordon,agordon971@yahoo.com,"Jones, Buchanan and Pierce Solutions",Employee
Rebecca Parker,rparker719@gmail.com,Torres-Lopez Industries,Associate
Ronald Dunlap,rdunlap888@icloud.com,"Brown, Durham and Riddle Group",Team Lead
Kevin Kirk,kkirk700@gmail.com,Walker-Duncan Technologies,Senior Manager
Julie Harris,jharris310@gmail.com,"Smith, Conrad and Lopez Corp.",HR Manager
Christine Kim,ckim972@gmail.com,Smith-Valentine Group,Systems Analyst
Nicholas Kim,nkim47@fastmail.com,Ward Group LLC,Senior Engineer
Bryan Odonnell,bodonnell788@gmx.com,"Ross, Sims and Farrell Technologies",Associate
Adam Brown,abrown920@outlook.com,"Marquez, Everett and Guzman LLC",Business Analyst
Brianna Welch,bwelch505@zoho.com,"Gibson, White and Parks Technologies",Department Head
Gregory Nelson,gnelson68@protonmail.com,Lewis LLC Inc.,Director of Engineering
Michael Hall,mhall603@outlook.com,"Aguilar, Freeman and Nielsen Inc.",Systems Analyst
Emily Anderson,eanderson435@fastmail.com,Bates LLC Solutions,Associate
Charles Torres,ctorres596@outlook.com,Herman-Robinson Solutions,Senior Engineer
Christopher Martinez,cmartinez349@hotmail.com,"Cox, Edwards and Bond Solutions",Product Manager
Jamie Johnson,jjohnson702@zoho.com,Williams and Sons Group,Project Manager
Lindsay Meyers,lmeyers564@hotmail.com,Hampton-Smith Industries,Project Manager
Donna Fisher,dfisher880@gmail.com,Oliver-Powers Industries,Marketing Manager
Jonathan Weber,jweber65@protonmail.com,Weaver Ltd Corp.,Associate
Charles Wright,cwright103@aol.com,Wilson-Jarvis Technologies,Account Manager
Earl Mcmahon,emcmahon528@yandex.com,"Collins, Hatfield and Patterson Industries",Product Manager
Jordan Pope,jpope977@icloud.com,Curtis-Rowland Inc.,Account Manager
Thomas Sellers,tsellers864@mail.com,Valencia and Sons Group,CTO
Chelsey Hoffman,choffman67@icloud.com,"Nelson, Daniels and Osborne Technologies",Senior Engineer
Michele Burton,mburton804@hotmail.com,Freeman PLC Group,Software Engineer
Matthew Johnson,mjohnson597@yandex.com,Campbell PLC Technologies,Specialist
Natalie Wheeler,nwheeler202@protonmail.com,Ayala-Tucker Inc.,Operations Manager
Richard Brown,rbrown471@aol.com,Nixon and Sons LLC,Senior Manager
Kimberly Gonzalez,kgonzalez467@protonmail.com,Mcmillan-Merritt Industries,CFO
Jennifer Roy,jroy105@protonmail.com,Stanton Ltd Technologies,Technical Director
Melanie Carroll,mcarroll469@yandex.com,Morgan and Sons Group,Systems Analyst
Robert Murray,rmurray495@yahoo.com,Thompson-Davis Inc.,Technical Director
Robert Phillips,rphillips744@fastmail.com,Jones-Sanchez LLC,Product Manager
Eric Coleman,ecoleman132@yandex.com,Tran-Coleman LLC,Project Manager
Curtis Ponce,cponce937@yandex.com,"Singh, Cooper and Gardner LLC",CTO
Jodi Williams,jwilliams286@aol.com,Williams Inc Industries,Associate
Zoe Dunn,zdunn91@aol.com,"Brown, Holloway and Johnson Corp.",Software Engineer
Noah Gonzalez,ngonzalez283@protonmail.com,Horn-Huber Technologies,Associate
Rebecca Bowers,rbowers171@aol.com,Williams-Clay LLC,CTO
Brandi Fernandez,bfernandez181@icloud.com,Reid Ltd Industries,Department Head
Amber Jackson,ajackson816@zoho.com,Banks-Graham Inc.,Systems Analyst
Tiffany Conway,tconway137@aol.com,Allen-Phillips Group,Associate
Adam Dunlap,adunlap205@fastmail.com,"Page, Mckinney and Brown Group",CEO
Alicia Lawson,alawson568@protonmail.com,Harmon LLC Industries,Department Head
Benjamin Daniel,bdaniel380@yandex.com,Richard Inc Corp.,Systems Analyst
Stephanie Bowen,sbowen342@yahoo.com,"Chavez, Cooper and Kennedy Corp.",HR Manager
Randy Stewart,rstewart12@gmail.com,"Glenn, Carlson and Phelps Inc.",Associate
Victoria Castro,vcastro63@gmail.com,Jones-Nichols Solutions,Employee
Ashley Jordan,ajordan523@protonmail.com,"Skinner, Mason and Huff LLC",Business Analyst
Patricia Anderson,panderson479@hotmail.com,"Novak, Alvarez and Dominguez Group",Marketing Manager
Stephanie Miller,smiller379@gmx.com,Carter-Burton Technologies,Senior Engineer
Terri Cole,tcole113@yahoo.com,Cox Group Group,COO
Jason Aguilar,jaguilar590@gmx.com,"Patton, Meza and Valencia Solutions",CFO
Jesse Smith,jsmith550@yahoo.com,Roberts Inc LLC,Project Manager
Harold Johnston,hjohnston179@protonmail.com,Harris LLC LLC,Associate
Andrew Osborn Jr.,ajr.475@yandex.com,"Clark, Trujillo and Phillips Inc.",Operations Manager
Jerome Reid,jreid403@hotmail.com,"Casey, Bailey and Harrison Corp.",CFO
Michelle Melton,mmelton632@hotmail.com,Davis-Adkins Industries,Systems Analyst
Ryan George,rgeorge356@aol.com,Wood-Bridges Industries,HR Manager
Kimberly Johnston,kjohnston874@yahoo.com,"Morris, Cooper and Mcgee Group",Account Manager
Alexis Stevens,astevens844@yahoo.com,"Patterson, White and Wheeler Solutions",Product Manager
Michael Bowman,mbowman319@gmx.com,"Taylor, Thomas and Carter Solutions",Specialist
Dr. Jamie Gaines,dgaines616@icloud.com,"Webb, Clark and Rice Corp.",Senior Engineer
Donna White,dwhite93@gmx.com,Cameron-Henderson Industries,Team Lead
Tammy Spencer,tspencer415@icloud.com,Smith PLC Industries,Senior Manager
Michael Thompson,mthompson121@gmail.com,Nguyen PLC LLC,Senior Manager
Brittany Blackburn,bblackburn925@gmail.com,"Gutierrez, Henry and Berg Inc.",Senior Engineer
Dillon Parks,dparks806@zoho.com,"Cooper, Rogers and Le LLC",Operations Manager
Mario Sutton,msutton90@icloud.com,"Scott, Moore and Weber LLC",Operations Manager
Zachary Graham,zgraham88@yahoo.com,Ward-Smith Solutions,Department Head
Michelle Hopkins,mhopkins601@zoho.com,Hayes-Campbell Corp.,Software Engineer
Cody Butler,cbutler174@yahoo.com,"Anderson, Campbell and Long Corp.",HR Manager
Christopher Oneill,coneill55@aol.com,"Moore, Hamilton and Carter Industries",Specialist
Cynthia Evans,cevans935@yandex.com,Thompson PLC Industries,Sales Manager
Andrew Anderson,aanderson152@icloud.com,"Sanders, Chen and Kennedy Group",Product Manager
Summer Smith,ssmith771@zoho.com,Underwood Ltd LLC,HR Manager
Dorothy Lee,dlee23@hotmail.com,Montes-Glass Technologies,CFO
Ms. Jill Garcia,mgarcia367@gmail.com,Johnson PLC Industries,Senior Engineer
Scott Ford,sford346@yandex.com,Hoffman PLC Inc.,Systems Analyst
Alicia Morgan,amorgan155@icloud.com,Brown LLC Corp.,Account Manager
Dr. Jennifer Miller DDS,ddds509@gmail.com,Henry-Price Industries,Business Analyst
Julia Armstrong,jarmstrong163@aol.com,Holmes-Watkins Industries,COO
Jessica Carter,jcarter584@gmx.com,Paul-Bennett LLC,CFO
Mary Graham DVM,mdvm755@gmail.com,Hernandez-Madden Group,Technical Director
Samantha Matthews,smatthews748@mail.com,"Harris, Morris and Jackson Group",Systems Analyst
Leonard Sandoval,lsandoval928@aol.com,Ochoa-Wright Solutions,Project Manager
Erica Salas,esalas859@protonmail.com,"Villarreal, Cook and Robinson Solutions",Department Head
Cynthia Zamora,czamora77@aol.com,Harris-Greene LLC,Senior Manager
Ralph Jones,rjones291@outlook.com,Foley-Olson Inc.,Software Engineer
Alexis Reilly,areilly352@icloud.com,Chavez-Pruitt Inc.,Product Manager
Michelle Hartman,mhartman604@mail.com,Smith-Lewis Technologies,Senior Manager
Ricky Martinez,rmartinez717@outlook.com,Johnson-Bowman LLC,Technical Director
Mark Stark,mstark343@gmail.com,Hampton-Reynolds Industries,CTO
Lisa Turner,lturner236@fastmail.com,Bates Ltd LLC,Technical Director
Paul Johnson,pjohnson979@mail.com,Best Group Solutions,Sales Manager
Kristine Robinson,krobinson14@zoho.com,Mendoza-Allen Industries,HR Manager
Charles Hernandez,chernandez433@hotmail.com,"Schmidt, Kelly and Young Inc.",HR Manager
Jeffery Scott,jscott219@hotmail.com,"Crawford, Patton and Howard Corp.",Associate
Mr. Jordan Wright,mwright852@protonmail.com,Russell-Escobar Industries,Associate
Julian Nichols,jnichols572@yahoo.com,"Miller, Torres and Lopez Corp.",CEO
Jose Taylor,jtaylor855@outlook.com,Smith-Diaz LLC,Software Engineer
Michelle Lam,mlam124@aol.com,Jimenez and Sons Inc.,Department Head
Vincent Oneill,voneill373@mail.com,"Schmidt, Mcdonald and Hunter Industries",COO
Joseph Bradley,jbradley799@mail.com,Collins Group LLC,Marketing Manager
Mr. Ryan Smith,msmith80@gmx.com,"Simon, Moore and Hudson Industries",Technical Director
Melanie Goodwin,mgoodwin273@zoho.com,Levine-Jones Technologies,Account Manager
Michele Miller,mmiller621@aol.com,Johnson Ltd Corp.,Business Analyst
Kevin Garcia,kgarcia15@mail.com,Wilson-Baker Group,Marketing Manager
Nancy Baird,nbaird873@hotmail.com,Wright-Cervantes Inc.,Technical Director
Diane Hurst,dhurst734@zoho.com,"Dean, Rogers and Gonzalez Group",Department Head
Antonio Logan,alogan45@aol.com,"Hopkins, Holmes and Allen Technologies",Director of Engineering
Jim Rodriguez,jrodriguez949@hotmail.com,Kramer and Sons Technologies,Operations Manager
Michelle Phillips,mphillips921@outlook.com,Turner Group LLC,Department Head
Jessica Parsons,jparsons635@gmail.com,"White, Huffman and Wright Solutions",CEO
Margaret Salinas,msalinas775@yahoo.com,"Lawson, Chambers and Waters Technologies",Team Lead
Renee Jimenez,rjimenez631@mail.com,Wu and Sons Solutions,HR Manager
Erika Hampton,ehampton338@hotmail.com,Murphy and Sons Corp.,Business Analyst
Richard Perez,rperez266@protonmail.com,Martin-Williams Technologies,Systems Analyst
Nancy Booker,nbooker584@yandex.com,"Dominguez, Rodriguez and Crosby Solutions",Project Manager
Brad Robinson,brobinson460@hotmail.com,Massey-Allen Corp.,Product Manager
Rose House,rhouse126@fastmail.com,"Roth, Shelton and West Technologies",Senior Engineer
Daniel White,dwhite380@aol.com,"Jones, Jones and Guerra Solutions",Software Engineer
Daniel Hall,dhall508@outlook.com,"Smith, Martin and Yu Technologies",Product Manager
John Meyers,jmeyers218@gmail.com,Morrison LLC Solutions,CTO
Kristin Morris,kmorris48@aol.com,Butler-Williams Inc.,Product Manager
Deborah Merritt,dmerritt170@mail.com,"Gillespie, Sellers and Garrett LLC",Operations Manager
Anthony Munoz,amunoz798@yandex.com,"Walsh, Little and Whitaker Technologies",Senior Engineer
Sara Stevenson,sstevenson449@aol.com,"Meyer, Morris and Reed Industries",Product Manager
Brandon Turner,bturner461@yahoo.com,Sexton-Jackson Corp.,Account Manager
Heather Vance,hvance584@fastmail.com,"Barron, Barry and Brooks Solutions",HR Manager
Shawn Taylor,staylor747@gmail.com,"Cowan, Khan and Davis Solutions",CTO
Catherine Collins,ccollins264@protonmail.com,Lopez PLC Industries,Director of Engineering
Adam Mathis,amathis281@icloud.com,Armstrong PLC Technologies,Director of Engineering
Christina Hancock,chancock415@fastmail.com,"Mooney, Rhodes and Jackson Group",Senior Manager
Karla Turner,kturner297@gmx.com,Meadows Inc Industries,Technical Director
Christopher Atkinson,catkinson21@gmail.com,Tyler PLC Solutions,CEO
Sheri Brown,sbrown487@icloud.com,"Soto, Johnson and Riley Group",Team Lead
Danielle Smith,dsmith512@yandex.com,King PLC Technologies,COO
William Mccullough,wmccullough507@mail.com,Thornton Inc Corp.,Sales Manager
Sheila Ortiz,sortiz265@gmx.com,"Stein, Wiggins and Ortiz Technologies",CTO
Ronald Norris,rnorris19@icloud.com,Li PLC Technologies,Senior Manager
Ryan Jackson,rjackson542@icloud.com,"Allen, Cole and Bridges Corp.",COO
Walter Osborne,wosborne83@mail.com,"Taylor, Jenkins and Harris Technologies",Director of Engineering
Molly Wright,mwright728@icloud.com,Johnson-Moreno Technologies,Project Manager
Elizabeth Harrison,eharrison190@mail.com,Williams Group Technologies,COO
Jennifer Lee,jlee773@gmail.com,Mclean-Trevino Inc.,Software Engineer
Matthew Jones,mjones219@protonmail.com,Webb Ltd Group,Team Lead
Nathan Durham,ndurham421@mail.com,Ingram PLC Technologies,CFO
Bradley Smith,bsmith553@gmail.com,Park and Sons Corp.,Department Head
Carolyn Booker,cbooker324@hotmail.com,Robinson-Herrera Technologies,Senior Engineer
Joshua Wood,jwood402@aol.com,Davis-Wood Technologies,CFO
Patty Robles,probles959@protonmail.com,Williams and Sons Industries,Sales Manager
Casey Whitney,cwhitney989@mail.com,"Mathis, Navarro and Watkins Group",Systems Analyst
Mary Prince,mprince946@outlook.com,Cannon-Young Corp.,Senior Manager
Brandy Perez,bperez863@zoho.com,"Martin, Myers and Douglas Technologies",Senior Engineer
Jose Osborne,josborne441@zoho.com,Lynch-Harris Solutions,Marketing Manager
Debbie Adkins,dadkins241@zoho.com,Bishop LLC Solutions,HR Manager
Michael Kline,mkline193@zoho.com,Roy LLC Solutions,Department Head
Ashley Lopez,alopez538@yandex.com,Smith PLC Industries,Operations Manager
Sara Johnson,sjohnson205@protonmail.com,"Matthews, Young and Schmidt Corp.",COO
Robert Burton,rburton862@fastmail.com,Pham-Anderson Industries,Operations Manager
Gregory Thomas,gthomas527@gmail.com,Rodriguez-Smith LLC,CFO
Edward Robbins,erobbins808@outlook.com,"Warren, Park and Harding Solutions",Account Manager
Mia Butler,mbutler146@mail.com,"Jackson, Powers and Fry Inc.",Software Engineer
Jodi Navarro,jnavarro285@hotmail.com,Cook PLC Inc.,CTO
Lindsay Haynes,lhaynes987@fastmail.com,"Lane, Lopez and Russell Inc.",Specialist
Zachary Clark,zclark882@hotmail.com,Church-Ayala Solutions,HR Manager
Nichole Decker,ndecker944@yahoo.com,Torres PLC Industries,Associate
Lorraine Wheeler,lwheeler72@fastmail.com,Espinoza Inc Group,Department Head
Victor Thompson,vthompson277@gmx.com,Marquez PLC Group,Marketing Manager
Lauren Drake,ldrake15@zoho.com,"Robinson, Rodriguez and Tucker LLC",Director of Engineering
Allison Pittman,apittman936@gmx.com,Robinson-Butler Industries,Senior Manager
Gina Barron,gbarron937@aol.com,Robbins-Martinez Technologies,Business Analyst
James Rivera,jrivera786@yandex.com,Pacheco-James Industries,Systems Analyst
Adam Nguyen DDS,adds535@aol.com,Thompson-Hughes Inc.,Business Analyst
Timothy Reed,treed41@yahoo.com,Gay-Cook Industries,Senior Manager
Peter Rose,prose965@aol.com,Butler-White Inc.,Account Manager
Brandon Wade,bwade198@fastmail.com,Martin LLC Corp.,Marketing Manager
Cody Lynch,clynch750@gmx.com,"Lopez, Sandoval and Rivera Inc.",Department Head
Christopher Brewer,cbrewer463@yahoo.com,Gilbert Inc Industries,Technical Director
Ryan Moreno,rmoreno580@protonmail.com,"Sanders, Phelps and Morrison Technologies",Business Analyst
Michael Price,mprice38@gmail.com,Bass LLC Group,Senior Manager
Sean Sheppard,ssheppard331@hotmail.com,Villa Ltd Inc.,Senior Engineer
Karen Chavez,kchavez636@mail.com,Young LLC Industries,CFO
Michael Black,mblack825@fastmail.com,Phillips LLC Corp.,Employee
Kyle Kelly,kkelly812@fastmail.com,Kramer-Johnson Solutions,Senior Manager
Ronnie Scott,rscott366@fastmail.com,"Wallace, Glenn and Knapp LLC",CEO
Juan Ochoa,jochoa511@icloud.com,Williams LLC Industries,CTO
Donna Alvarez,dalvarez583@mail.com,Woods and Sons Industries,HR Manager
Kevin Martinez,kmartinez665@yahoo.com,"Casey, Gregory and Allen Group",Project Manager
Julia Nguyen,jnguyen86@icloud.com,Williams-Wells Corp.,Business Analyst
Jeffrey Sanders,jsanders685@hotmail.com,"Evans, Garcia and Edwards Solutions",Employee
Alyssa Ward,award981@aol.com,"Powers, Clayton and Campbell Technologies",Director of Engineering
Cynthia Gray,cgray498@yandex.com,Baker Ltd Corp.,Department Head
Terry Flores,tflores918@gmail.com,"Lane, Robinson and Campos Technologies",Sales Manager
Katherine Lee,klee851@mail.com,Ibarra-Hughes Inc.,Associate
Shelby Molina,smolina190@hotmail.com,Miller Group Inc.,Project Manager
Dr. Chelsea Delgado,ddelgado260@gmx.com,Miller Group Corp.,Specialist
Susan Moran,smoran764@yahoo.com,"Summers, Nguyen and Holloway Group",Project Manager
Daniel Jones,djones949@yahoo.com,Kennedy and Sons Technologies,Employee
Kent Macdonald,kmacdonald675@fastmail.com,"Nichols, Mitchell and Davis Corp.",Systems Analyst
Barbara Warren,bwarren420@gmail.com,Bradley-Hayes Industries,HR Manager
Paula Hall,phall520@zoho.com,Perez-Flores Industries,Software Engineer
Angela Ellis,aellis922@yahoo.com,"Ramsey, Salazar and Yang Industries",Systems Analyst
Andrew Becker,abecker10@zoho.com,Robinson-Berry Group,CFO
Colleen Powell,cpowell446@yandex.com,"Williams, Thomas and Johnson LLC",Senior Engineer
Jasmine White,jwhite300@icloud.com,Kennedy-Fuller Solutions,Software Engineer
John Gray,jgray606@outlook.com,"Washington, Anderson and Cannon Corp.",COO
Amber Reese,areese945@outlook.com,Dickerson Ltd LLC,Sales Manager
Vanessa Buchanan,vbuchanan162@yandex.com,"Le, Willis and Conley Corp.",HR Manager
Brittney Davis,bdavis505@fastmail.com,"Ellis, Cole and Wang Technologies",CEO
Kelli Peterson,kpeterson561@zoho.com,"Moore, Thompson and Roberts Inc.",Technical Director
Deanna Clark,dclark381@fastmail.com,Hebert-Williams Solutions,Director of Engineering
John Young,jyoung581@zoho.com,Snyder-Hamilton Solutions,HR Manager
Grace Fry,gfry763@zoho.com,Perry LLC Corp.,Senior Manager
Veronica Johnson,vjohnson728@yandex.com,"Day, Anderson and Mcclain Corp.",CFO
Kimberly Rodriguez,krodriguez323@mail.com,Cruz PLC Group,Employee
Michelle Nunez,mnunez587@aol.com,"Johnson, Henderson and Mcconnell Technologies",Software Engineer
Jeremy Barrett,jbarrett351@protonmail.com,"Johnson, Johnson and Sullivan Solutions",Employee
Chelsea Smith,csmith185@yahoo.com,"Craig, Mckee and Reyes Inc.",Senior Engineer
Patricia Hunt,phunt759@yahoo.com,Buchanan PLC Industries,Account Manager
Krystal Smith,ksmith900@yandex.com,Jackson-Velasquez Group,Project Manager
Margaret Shannon,mshannon683@protonmail.com,Swanson-Farmer LLC,Business Analyst
Brandon Alexander,balexander358@icloud.com,"Hill, Brennan and West Technologies",Product Manager
Colin Kelly MD,cmd724@hotmail.com,Marshall and Sons Technologies,CFO
Jade Clarke,jclarke869@gmail.com,Khan-Ellis LLC,Technical Director
Alexandra Johnson,ajohnson376@icloud.com,Jordan-Shaw Technologies,Team Lead
